# ContigOrdering file.  This file represents a ContigOrdering object, which describes an ordering of contigs within a Proximo cluster.
# See ContigOrdering.h for more documentation.
#
# Important numbers:
#	N_contigs	1057	(Number of contigs in the input cluster)
#	N_contigs_used	1057	(Number of contigs ordered by this ordering)
#	has_Q_scores	1	(Boolean: has orientation quality scores?)
#	has_gaps	0	(Boolean: have gap sizes between contigs been estimated?)
#
# Columns:
#contig_ID(local)	contig_name	contig_rc	orientation_Q_score	gap_size_after_contig
723	2486991	0	0.326675	.
681	1869429	1	1.33425	.
724	2487015	0	1.57676	.
86	335420	0	0	.
252	495651	0	163.465	.
229	491172	0	168.17	.
508	521311	1	3.05512	.
674	1773975	1	0.702513	.
641	1355569	1	2.52523	.
673	1773966	0	2.31531	.
800	3733176	0	0.75913	.
270	497048	1	1.56834	.
92	375572	0	0.127736	.
556	789744	0	1.80324	.
555	788291	0	0.859774	.
554	788260	0	1.65836	.
557	789775	0	2.65863	.
953	6932090	1	4.36815	.
952	6920317	0	0.98295	.
457	517631	1	86.1204	.
96	376948	1	57.8537	.
100	378071	0	0	.
103	432564	0	0	.
325	505758	1	7.48621	.
226	490643	0	2.34314	.
112	440890	0	7.75959	.
381	510885	0	134.635	.
308	503279	0	35.4472	.
113	441058	0	12.5545	.
973	7049205	0	2.86871	.
972	7049204	0	5.00029	.
187	482940	1	2.5334	.
135	446102	1	25.5171	.
314	504136	1	103.074	.
995	7138082	1	0.131549	.
115	441471	0	10.0297	.
245	493247	0	148.571	.
598	1049532	1	80.3362	.
374	510361	0	22.3538	.
507	521102	0	20.2411	.
808	3802658	1	6.92609	.
807	3802622	1	23.931	.
120	442602	1	29.2732	.
363	509528	0	9.0557	.
136	446119	1	8.67813	.
303	503053	0	146.276	.
139	446691	1	129.799	.
377	510505	0	3.08906	.
696	2046541	0	8.04693	.
729	2537843	1	4.42304	.
1015	7169628	0	0	.
1017	7169857	0	0.522784	.
1012	7169394	1	8.80232	.
160	465545	0	1.45525	.
1013	7169403	1	0.00391383	.
1016	7169852	1	0.531792	.
393	511941	1	65.8133	.
165	469698	0	49.5233	.
295	502394	1	6.68062	.
183	482459	1	6.62527	.
978	7058287	0	5.36171	.
285	500830	0	12.0913	.
189	483013	0	24.9391	.
527	657390	1	2.27056	.
474	518451	0	14.0148	.
215	486468	1	14.5371	.
216	486610	0	0	.
386	511465	0	6.39419	.
224	487952	0	61.7304	.
453	517379	1	123.754	.
829	4226404	0	7.51202	.
780	3196240	1	2.61732	.
782	3196278	0	3.46305	.
827	4226367	1	0.406433	.
828	4226403	0	0.889179	.
826	4226366	0	0	.
832	4291483	0	3.65585	.
413	513872	1	315.883	.
279	499395	0	292.988	.
236	492136	1	42.0491	.
531	661356	1	8.51957	.
703	2224184	1	2.2133	.
704	2224189	1	9.24242	.
532	661357	1	0.986825	.
387	511473	1	233.935	.
239	492297	0	29.5244	.
582	921264	0	6.98241	.
581	921262	1	11.8095	.
541	710542	1	5.48947	.
380	510755	1	49.209	.
240	492357	1	110.365	.
968	7038450	0	8.90661	.
969	7038458	1	1.75367	.
971	7038510	1	0.508516	.
970	7038502	0	1.3763	.
250	495370	0	0	.
297	502532	0	0	.
725	2522291	1	14.6996	.
318	504277	0	8.34682	.
728	2522295	1	8.48465	.
727	2522293	0	2.44472	.
726	2522292	0	2.56368	.
357	509179	0	0	.
730	2537891	1	0.263817	.
697	2046589	1	5.92448	.
391	511785	0	288.755	.
385	511365	1	193.445	.
606	1083868	0	0.294373	.
530	659230	1	7.19265	.
605	1083829	1	3.24587	.
529	659190	1	0.283093	.
615	1149220	1	7.03745	.
610	1128284	1	6.27873	.
609	1128195	1	13.3143	.
616	1149308	1	12.39	.
762	2876360	0	0.0151058	.
686	1929996	0	0.323136	.
687	1946641	0	0	.
700	2167404	1	4.37507	.
699	2167375	1	3.86022	.
791	3394607	1	1.32404	.
705	2233018	1	1.28823	.
794	3519509	0	0	.
801	3748205	0	0	.
815	3945092	0	0	.
817	4034832	0	0	.
818	4034843	0	0	.
824	4189573	0	0	.
841	4632768	0	0	.
870	5940038	0	21.3251	.
851	5016666	0	23.2836	.
858	5358731	0	0	.
873	5984147	0	0	.
879	6083361	0	0	.
942	6848615	0	0	.
976	7058280	1	0.934782	.
975	7058279	0	3.784	.
974	7058278	0	17.9428	.
980	7058293	0	15.1095	.
1007	7165921	0	0	.
1050	7338158	0	0	.
